Q Loss History,Policy Loss History,Reward History,Low Level Q Loss History,Low Level Policy Loss History,Low Level Reward History
0.20206843642517924,0.9607880779076368,-167.084712557018,0.9257783621887938,0.9185506924986839,-198.75464201321483
0.15809726549196057,1.9515050014015287,-94.50147177975931,0.2004796950641321,1.8341795015148818,-127.75559652514912
0.20355209063563962,2.962917823344469,-125.42040619665725,0.24538217557710595,2.6537431539036334,-136.89776128518687
0.20684056222671643,4.121683462057263,-100.36057320261045,0.21398316777776927,3.667946025263518,-122.20181381433537
0.202863328406238,5.117690728046,-120.48512242048473,0.23407787882024422,4.60316461045295,-126.01021937656269
0.2215364724979736,5.790766096673906,-106.80637698646744,0.26017139467876405,5.3161546010524035,-125.41769629944872
0.23554168845294043,6.294822192750871,-121.08314530596057,0.3004082641855348,5.886516227386892,-128.23947770701125
0.21418148813245352,6.726618238724768,-99.62951102681777,0.31622843112563714,6.407297388650477,-133.79388593444799
0.21155515805003233,7.095600642263889,-95.72462553867642,0.3527198360534385,6.782773658633232,-130.13510787951222
0.24452183564426377,7.3218421172350645,-46.84993275130033,0.4184340375941247,7.103561243973672,-140.46922918432674
0.3168659791117534,7.481976234354079,-91.56482831269652,0.5055049535585567,7.281532785855234,-151.25900709467587
0.4132769339776132,7.678064413368702,-119.80633517407344,0.5752260657027364,7.460246137343347,-124.79339005648549
0.2953322895045858,7.770455094054341,-114.91057358973148,0.6333339948905632,7.623587596230209,-137.77385741300466
0.3070060473110061,7.86740408372134,-113.748336959507,0.6885161641985178,7.655188989825547,-127.38622403224815
0.37001495237927884,7.9095164723694324,-99.56966028972735,0.7495738517027348,7.731857882812619,-126.09852262342511
0.3621189062250778,7.941454865038395,-132.53126572950828,0.8112423804122955,7.771835325285792,-138.83322598046954
0.358075604919577,7.92903811018914,-111.1658504876308,0.8115198789164424,7.758378129452467,-141.96759158105604
0.36411972652422264,7.957902563735843,-116.73252591030709,0.813928602670785,7.816517025232315,-131.39126009266906
0.34377366545959376,8.006477192044258,-153.60805707436123,0.8306575703900307,7.907103253528476,-120.21808203130935
0.3561686827451922,7.955667004920542,-114.53040652563132,0.8338158593978733,7.9421725468710065,-137.16820801373427
0.3340541277138982,7.975949835032225,-95.29128423359117,0.8570636662188917,7.960708467289805,-136.1601739068638
0.3648495407833252,7.955982233397663,-112.118746389546,0.9025292687583715,7.9725620383396745,-128.23108009689972
0.35462085870676674,7.961255005560815,-98.83364281206326,0.923012109939009,7.9712927574291825,-130.83321637028766
0.3426833310222719,7.964445533230901,-112.78986660947471,0.9572121909586713,7.977610274218023,-128.18481439380577
0.37769547328935005,7.935938373208046,-136.87678212145113,0.9899542804341763,8.013887957669795,-135.63921066382304
0.3652715274656657,7.943736034445465,-110.09792512146397,0.982495745527558,8.023819067515433,-138.84112272658237
0.3599202864570543,7.923045689240098,-99.73843247614761,0.983271112316288,8.04176525119692,-135.92045927431172
0.35937696768087335,7.888913752511144,-61.545970798662715,0.9889886977616698,8.075416133739054,-134.11258891426021
